image_path,alarme,weapon_detection_best_status,weapon_detection_best_detections,weapon_detection_best2_status,weapon_detection_best2_detections,weapon_detection_model_status,weapon_detection_model_detections,weapon_detection_EffientNet_status,weapon_detection_EffientNet_detections,emotion_recognition_deepface_status,emotion_recognition_deepface_emotions,emotion_recognition_fer_status,emotion_recognition_fer_emotions,environment_detection_violenceEnvironment_detection_status,environment_detection_violenceEnvironment_detection_detections
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\augmented_02734_png_jpg.rf.ce0c79c8382634900b714722092d6524.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7950299978256226}]",success,[],success,"[{'label': 'Grenade', 'confidence': 0.6719507575035095}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 92.89319472868411}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.5479034781455994, 'bounding_box': {'x1': 235, 'y1': 0, 'x2': 474, 'y2': 638}}]"
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 17, 2025, 11_20_06 PM.png",1,success,[],success,[],success,"[{'label': 'Pistol', 'confidence': 0.8102259039878845}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 34.342893958091736}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 17, 2025, 11_37_01 PM.png",1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 68.81754994392395}",success,"{'emotion': 'neutral', 'confidence': 0.83}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 17, 2025, 11_45_44 PM.png",1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 98.69421712721689}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 17, 2025, 11_51_55 PM.png",1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 67.23688450299316}",success,"{'emotion': 'neutral', 'confidence': 0.73}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 17, 2025, 11_52_06 PM.png",1,success,"[{'label': 'knife', 'confidence': 0.5727914571762085}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'angry', 'confidence': 94.15458336256445}",success,"{'emotion': 'neutral', 'confidence': 0.92}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 18, 2025, 12_04_13 AM.png",1,success,[],success,[],success,"[{'label': 'Pistol', 'confidence': 0.5467532873153687}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 99.13091058319274}",success,"{'emotion': 'sad', 'confidence': 0.85}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 18, 2025, 12_04_23 AM.png",1,success,"[{'label': 'guns', 'confidence': 0.7463979125022888}]",success,[],success,"[{'label': 'Pistol', 'confidence': 0.6838918328285217}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 80.42648317971725}",success,"{'emotion': 'sad', 'confidence': 0.58}",success,[]
"C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ChatGPT Image Apr 18, 2025, 12_04_30 AM.png",1,success,"[{'label': 'knife', 'confidence': 0.6287131905555725}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'angry', 'confidence': 99.66868758201599}",success,"{'emotion': 'sad', 'confidence': 0.46}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DefenseAndSurvive07_jpg.rf.3b3d3261320ce70080b377de448156f0.jpg,1,success,"[{'label': 'knife', 'confidence': 0.7708585858345032}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.83790522813797}]",success,"[{'label': 'weapon', 'confidence': 0.985934317111969, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 234, 'y2': 424}}]",success,"{'emotion': 'happy', 'confidence': 86.28040552139282}",success,"{'emotion': 'neutral', 'confidence': 0.49}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DefenseKnifeAttack0731_jpg.rf.21857495158f46dc73621d9b2f1c8cb6.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8458868861198425}]",success,"[{'label': 'weapon', 'confidence': 0.9969502091407776, 'bounding_box': {'x1': 306, 'y1': 0, 'x2': 540, 'y2': 208}}]",success,"{'emotion': 'sad', 'confidence': 96.94942235946655}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8010304570198059, 'bounding_box': {'x1': 162, 'y1': 34, 'x2': 539, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DefenseKnifeAttack0782_jpg.rf.98da403a4567a79b452d740ab3f3bf8b.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8508914113044739}]",success,"[{'label': 'weapon', 'confidence': 0.9993168115615845, 'bounding_box': {'x1': 202, 'y1': 0, 'x2': 356, 'y2': 137}}]",success,"{'emotion': 'angry', 'confidence': 83.69264201013542}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.6592593193054199, 'bounding_box': {'x1': 99, 'y1': 64, 'x2': 466, 'y2': 640}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DefenseKnifeAttack0792_jpg.rf.a0349a05621f7fe75e9c35176de140e5.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.863219678401947}]",success,"[{'label': 'weapon', 'confidence': 0.9967683553695679, 'bounding_box': {'x1': 122, 'y1': 0, 'x2': 356, 'y2': 208}}]",success,"{'emotion': 'angry', 'confidence': 69.83193159103394}",success,"{'emotion': 'sad', 'confidence': 0.32}",success,"[{'label': 'violence', 'confidence': 0.8422943949699402, 'bounding_box': {'x1': 91, 'y1': 104, 'x2': 445, 'y2': 640}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DSC_00181_JPG_jpg.rf.83f8819f1e2b81e7c604912e6ef163b4.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8049806356430054}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'surprise', 'confidence': 94.01280283927917}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DSC_0028_JPG_jpg.rf.e4843abbaf1648c688e7d08abc935657.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.7776515483856201}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 83.05796980857849}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DSC_0033_JPG_jpg.rf.083f14eea89c3935c5eed89c0cf1045f.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.7178499698638916}, {'label': 'Grenade', 'confidence': 0.6197215914726257}]",success,"[{'label': 'weapon', 'confidence': 0.9952226281166077, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 61.72373294830322}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\DSC_0066_JPG_jpg.rf.cae46869a4990d2244a105ea847b1cdf.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.5891560316085815}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 100.0}",success,"{'emotion': 'happy', 'confidence': 0.61}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\echegaray_CAM06_0012_jpg.rf.ccb9485148cb7790e6e34fa176f225ce.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9951743483543396, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 98.01677489080728}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7697839140892029, 'bounding_box': {'x1': 61, 'y1': 178, 'x2': 269, 'y2': 552}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1535-_png.rf.81c9300b9315681ac6e5b8296bf73385.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 83.5222840309143}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1535-_png.rf.af854f6fd43446e0e10770bf9044a098.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9782615900039673}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 94.96016502380371}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1536-_png.rf.14d3e8ff3b49e300cd6d4702f76b640e.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9810834527015686}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 97.62696013611317}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1536-_png.rf.c85628b7b76211bd3dde766f1d392979.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 94.46654915809631}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1536-_png.rf.e192a090c8dcc1c6bceb2f275a5bb978.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9740385413169861}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 98.56681219141556}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1717-_png.rf.f32a214d969422cae4fd63dd078b8080.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9960118532180786, 'bounding_box': {'x1': 314, 'y1': 279, 'x2': 356, 'y2': 316}}]",success,"{'emotion': 'fear', 'confidence': 59.55360531806946}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1718-_png.rf.313e14f9354434882bfb578e7bff2a62.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 60.86529026809815}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1718-_png.rf.674a45fdcaed37a1c1786438879feafa.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9882856607437134}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 91.51354977569281}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1718-_png.rf.7c263d12963dd979359fef0f3081d68b.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9834960699081421}]",success,"[{'label': 'gun', 'confidence': 0.6472032070159912}]",success,[],success,"[{'label': 'weapon', 'confidence': 0.7879656553268433, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'neutral', 'confidence': 84.62432622909546}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1719-_png.rf.568043b27582305cf2337c51a85e1ee6.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9869735240936279}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9149910807609558, 'bounding_box': {'x1': 234, 'y1': 208, 'x2': 356, 'y2': 316}}]",success,"{'emotion': 'fear', 'confidence': 83.97584152509671}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1719-_png.rf.bb42451e42b9043ce67076499410b9df.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7858823537826538}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.993956446647644, 'bounding_box': {'x1': 328, 'y1': 183, 'x2': 356, 'y2': 208}}]",success,"{'emotion': 'fear', 'confidence': 99.5779275894165}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1719-_png.rf.fa8828c26167bedb5500925ac4d401fe.jpg,1,success,"[{'label': 'knife', 'confidence': 0.981526792049408}]",success,"[{'label': 'gun', 'confidence': 0.9143158793449402}]",success,[],success,"[{'label': 'weapon', 'confidence': 0.9099059700965881, 'bounding_box': {'x1': 0, 'y1': 0, 'x2': 234, 'y2': 208}}]",success,"{'emotion': 'angry', 'confidence': 99.8286723988457}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Ekran-Goruntusu-1720-_png.rf.4ee468d06e3ec1c074922bbed9fc14ef.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9788089394569397}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 98.80293600576735}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.6290335655212402, 'bounding_box': {'x1': 215, 'y1': 8, 'x2': 432, 'y2': 622}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\ex_fight-43_jpg.rf.5467d52b369bb16101d7d10c749765da.jpg,1,success,"[{'label': 'guns', 'confidence': 0.5177727341651917}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9448187351226807, 'bounding_box': {'x1': 154, 'y1': 387, 'x2': 234, 'y2': 424}}]",success,"{'emotion': 'fear', 'confidence': 52.851703932982915}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0033_frame1500_jpg.rf.055ab8c0a5ddd4d6835007ea103791d1.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9997459053993225, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'sad', 'confidence': 100.0}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7109954357147217, 'bounding_box': {'x1': 145, 'y1': 54, 'x2': 490, 'y2': 636}}, {'label': 'violence', 'confidence': 0.5429480671882629, 'bounding_box': {'x1': 139, 'y1': 65, 'x2': 392, 'y2': 631}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0551_frame1695_jpg.rf.0e86ef3db2030362a4294f1579c54be6.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 96.22465968132019}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7823456525802612, 'bounding_box': {'x1': 168, 'y1': 89, 'x2': 426, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0551_frame2480_jpg.rf.049a7c3177383332e19837544c014b6b.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 45.21502072453005}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8432977199554443, 'bounding_box': {'x1': 105, 'y1': 155, 'x2': 384, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0620_frame585_jpg.rf.7900fe727e5e49db9996637f8e167511.jpg,1,success,[],success,"[{'label': 'gun', 'confidence': 0.6998790502548218}]",success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 90.89858531951904}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8442022204399109, 'bounding_box': {'x1': 149, 'y1': 43, 'x2': 456, 'y2': 640}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0620_frame837_jpg.rf.f9173c8312ee2e9deff86316576de8ff.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'angry', 'confidence': 68.35963507179795}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8723541498184204, 'bounding_box': {'x1': 173, 'y1': 99, 'x2': 409, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0627_frame72_jpg.rf.2d1f8504244a5cfa43a4735db1084ed2.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9998593330383301, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'surprise', 'confidence': 99.84695315361023}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\fight_0627_frame9_jpg.rf.fe949e660c471d1363da1bb601298feb.jpg,1,success,"[{'label': 'knife', 'confidence': 0.51039719581604}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 97.26050479772715}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8599960803985596, 'bounding_box': {'x1': 110, 'y1': 55, 'x2': 361, 'y2': 640}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Fm19112_jpg.rf.0c59a6abe5b1211e0e8e5909ebed2a2e.jpg,1,success,"[{'label': 'guns', 'confidence': 0.790458619594574}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9632905721664429, 'bounding_box': {'x1': 276, 'y1': 179, 'x2': 356, 'y2': 108}}]",success,"{'emotion': 'sad', 'confidence': 52.350419759750366}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7194767594337463, 'bounding_box': {'x1': 107, 'y1': 120, 'x2': 351, 'y2': 638}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\frame2Chatgpt.png,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 95.58902330267708}",success,"{'emotion': 'neutral', 'confidence': 0.51}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\frame3Chatgpt.png,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 78.50544112855899}",success,"{'emotion': 'neutral', 'confidence': 0.47}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\frame4Chatgpt.png,1,success,"[{'label': 'guns', 'confidence': 0.8441752195358276}]",success,"[{'label': 'gun', 'confidence': 0.8927524089813232}]",success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 80.54815414834941}",success,"{'emotion': 'neutral', 'confidence': 0.47}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Friday13thPart9UnknownHandgunCloseup_jpg.rf.80ce4fc8034fd4546f854e921830d911.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7299808263778687}]",success,"[{'label': 'gun', 'confidence': 0.7142823934555054}]",success,"[{'label': 'Pistol', 'confidence': 0.7525037527084351}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 89.07953034883376}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\Fugitives-Revolver-11_jpg.rf.b7f3268c1866bb05b43ff788f06c1f44.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7824433445930481}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 95.59815526008606}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0057_jpg.rf.0f840b879b6775fe8baa5c22914430ea.jpg,1,success,"[{'label': 'guns', 'confidence': 0.6135002374649048}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.996956467628479, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 99.54109189159226}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
